date,temperature,rainfall,solar_rad,wind
20200917,28.40,0.00,15.05,3.02
20200918,15.45,0.00,15.02,2.65
20200919,23.75,0.00,11.97,2.05
20200920,21.87,0.00,18.14,2.76
20200921,21.04,0.00,13.30,2.46
20200922,26.03,0.00,12.28,5.09
20201023,18.62,0.00,15.79,5.02
20201024,23.40,0.00,15.36,3.94
20201025,21.17,0.00,15.00,2.14
20201026,16.75,0.00,14.00,3.88
20201027,19.43,0.00,17.82,2.39
20201028,23.72,0.00,13.11,3.14
20201001,18.60,0.00,12.41,3.14
20201002,18.64,0.00,16.59,3.01
20201003,21.92,0.00,13.98,3.66
20201004,15.06,0.00,14.22,3.77
20201005,17.06,0.00,13.64,3.59
20201006,17.25,0.00,14.35,3.84
20201007,12.54,0.00,10.29,3.93
20201008,12.63,0.00,6.48,3.62
20201009,18.10,0.00,11.72,2.05
20201010,16.32,0.00,9.47,2.92
20201011,14.83,0.00,14.55,2.07
20201012,23.75,0.00,11.26,5.03
20201013,20.23,0.00,12.47,2.41
20201014,6.92,0.00,11.75,2.80
20201015,23.57,0.00,8.85,3.27
20201016,17.12,0.00,12.20,3.06
20201017,8.83,0.00,13.03,0.79
20201018,16.37,0.00,10.86,1.73
20201019,10.35,0.00,12.85,3.24
20201020,14.47,0.00,11.08,2.55
20201021,14.92,0.00,11.60,4.20
20201022,12.36,0.00,11.66,2.87
20201023,7.74,0.00,11.18,3.11
20201024,18.27,0.00,9.88,2.71
20201025,8.86,0.00,9.52,4.83
20201126,10.15,0.00,8.90,3.10
20201127,12.74,0.00,11.95,2.83
20201128,9.72,0.00,9.01,4.05
20201101,16.44,0.00,13.23,3.02
20201102,16.93,0.00,7.02,3.25
20201103,19.52,0.00,13.76,2.00
20201104,15.10,0.00,9.22,1.16
20201105,13.95,0.00,11.01,4.40
20201106,7.81,0.00,11.74,2.65
20201107,19.59,0.00,10.77,4.27
20201108,7.20,0.00,9.43,2.28
20201109,9.63,0.00,7.40,3.50
20201110,7.97,0.00,7.24,2.30
20201111,9.29,0.00,7.54,1.67
20201112,5.70,0.00,11.17,3.31
20201113,10.44,0.00,10.02,3.20
20201114,6.69,0.00,11.25,2.88
20201115,9.90,0.00,6.95,4.65
20201116,4.26,0.00,11.21,1.03
20201117,5.80,0.00,7.99,2.45
20201118,4.18,0.00,6.92,3.63
20201119,7.57,0.00,10.99,2.87
20201120,4.27,5.85,5.34,4.02
20201121,0.94,0.00,10.56,4.86
20201122,6.64,0.00,11.40,2.04
20201123,7.54,0.00,9.79,3.68
20201124,4.42,0.00,10.05,3.39
20201125,6.23,0.00,6.02,3.16
20201126,6.27,0.00,8.08,2.98
20201127,8.13,0.00,9.59,3.27
20201228,5.25,0.00,8.44,2.20
20201201,7.71,0.00,7.32,4.05
20201202,6.07,0.00,9.81,4.57
20201203,2.74,0.00,6.88,2.27
20201204,8.34,0.00,8.06,2.34
20201205,-0.02,0.00,6.64,3.83
20201206,1.06,0.00,7.37,4.41
20201207,9.10,0.00,8.56,4.07
20201208,-1.29,0.00,7.63,4.88
20201209,9.41,0.00,6.78,6.31
20201210,8.08,0.00,7.01,3.79
20201211,-2.69,0.00,9.13,3.39
20201212,11.08,0.00,9.07,2.95
20201213,6.91,0.00,5.92,3.61
20201214,3.04,0.00,7.77,1.63
20201215,11.60,0.00,6.35,4.99
20201216,-0.68,0.00,7.39,3.44
20201217,4.04,0.00,7.95,1.83
20201218,5.45,0.00,10.54,3.73
20201219,1.24,0.00,8.10,3.02
20201220,5.70,0.00,5.75,3.67
20201221,8.07,0.00,5.21,4.20
20201222,6.96,0.00,11.61,3.33
20201223,0.54,0.00,6.80,3.83
20201224,7.61,0.00,9.28,3.47
20201225,5.70,0.00,11.53,2.79
20201226,2.91,0.00,7.66,3.02
20201227,-3.45,0.00,8.92,3.17
20201228,4.32,0.00,9.86,3.74
20201201,7.96,0.00,9.91,3.20
20210101,1.22,0.00,8.34,1.69
20210102,5.48,0.00,9.64,1.64
20210103,5.65,0.00,5.84,4.62
20210104,8.40,0.00,7.60,4.83
20210105,4.33,0.00,6.31,2.59
20210106,6.17,0.00,7.46,2.31
20210107,0.56,0.00,9.11,3.31
20210108,7.99,0.00,10.90,2.90
20210109,2.28,0.00,9.70,1.21
20210110,11.10,0.00,5.17,3.97
20210111,-4.95,0.00,8.47,2.60
20210112,1.30,0.00,7.21,4.39
20210113,-3.83,0.00,11.75,2.21
20210114,-0.67,0.00,7.43,3.48
20210115,7.42,0.00,8.83,2.83
20210116,4.27,0.00,6.69,2.81
20210117,-1.09,5.00,6.33,2.48
20210118,6.18,0.00,10.32,2.64
20210119,0.54,0.00,7.11,4.41
20210120,-5.22,2.82,9.33,1.26
20210121,12.33,0.00,13.85,4.12
20210122,4.70,0.00,12.46,3.95
20210123,8.77,0.00,5.46,2.89
20210124,6.11,0.00,11.61,2.39
20210125,-1.47,0.00,7.15,3.23
20210126,12.47,0.00,10.06,3.56
20210127,4.22,0.00,10.41,3.36
20210128,10.49,0.00,7.43,4.78
20210101,4.97,0.00,8.00,4.10
20210102,4.32,0.00,7.96,4.47
20210103,3.26,22.02,11.11,3.46
20210204,4.62,0.00,11.32,3.62
20210205,1.50,0.00,13.55,3.62
20210206,5.17,0.00,8.92,3.88
20210207,8.52,9.13,9.36,3.69
20210208,9.82,0.00,12.20,2.26
20210209,9.72,0.00,9.74,3.69
20210210,8.40,0.00,9.70,2.91
20210211,7.74,0.00,8.79,2.62
20210212,8.27,0.00,10.34,4.18
20210213,6.03,0.00,11.04,3.25
20210214,3.03,0.00,10.18,1.54
20210215,9.29,0.00,11.98,4.50
20210216,14.72,0.00,10.91,4.19
20210217,5.43,0.00,13.48,3.89
20210218,0.99,0.00,9.77,3.60
20210219,8.96,0.00,10.93,5.08
20210220,9.50,0.00,13.23,3.14
20210221,9.79,0.00,7.36,2.17
20210222,10.90,0.00,12.97,3.20
20210223,10.18,0.00,12.24,3.38
20210224,8.55,5.19,13.08,2.80
20210225,13.34,0.00,11.01,4.04
20210226,1.93,0.00,11.64,3.42
20210227,7.99,0.00,11.14,2.87
20210228,9.35,0.00,12.40,3.17
20210201,6.56,0.00,10.91,2.87
20210202,3.26,0.00,18.06,3.32
20210203,12.00,0.00,14.30,3.44
20210204,12.54,0.00,13.58,2.12
20210205,12.65,0.00,13.10,3.74
20210306,9.99,0.00,15.77,2.49
20210307,1.27,0.00,9.02,3.16
20210308,14.41,0.00,11.44,3.73
20210309,4.89,0.00,16.43,2.74
20210310,15.93,0.00,19.08,2.79
20210311,6.70,0.00,15.86,3.99
20210312,7.45,0.00,13.23,4.94
20210313,13.26,0.00,12.80,2.00
20210314,8.71,0.00,15.43,4.51
20210315,9.41,0.00,10.77,3.37
20210316,14.12,0.00,15.38,4.28
20210317,9.60,0.00,17.25,2.30
20210318,16.47,1.38,16.54,3.32
20210319,13.68,0.00,15.50,3.64
20210320,15.92,0.00,15.52,1.69
20210321,7.76,11.56,19.20,3.98
20210322,14.77,0.00,18.25,2.18
20210323,14.68,0.00,14.93,4.46
20210324,16.21,0.00,15.49,2.09
20210325,8.46,0.00,13.57,3.82
20210326,19.50,0.00,18.82,5.39
20210327,18.58,0.00,16.47,3.04
20210328,15.58,0.00,17.61,3.73
20210301,17.96,0.00,18.42,1.58
20210302,20.74,0.00,21.67,2.66
20210303,13.02,0.00,14.24,1.24
20210304,18.65,0.00,17.00,1.76
20210305,16.34,0.00,17.72,4.39
20210306,11.31,0.00,17.48,3.67
20210307,17.67,0.00,19.05,3.45
20210308,14.74,0.00,15.51,4.42
20210409,21.06,0.00,17.59,2.99
20210410,17.71,0.00,18.65,3.03
20210411,21.48,0.00,14.68,3.11
20210412,22.51,5.50,16.07,2.42
20210413,17.32,0.00,21.80,3.48
20210414,19.28,0.00,17.51,3.32
20210415,18.45,0.00,19.16,4.30
20210416,13.73,0.00,18.77,1.95
20210417,25.09,3.61,19.68,4.13
20210418,18.76,0.00,18.81,2.88
20210419,12.30,0.00,21.14,2.60
20210420,16.27,9.22,20.25,3.62
20210421,19.00,0.00,18.89,5.44
20210422,20.48,0.00,21.20,2.24
20210423,24.32,23.58,20.85,3.94
20210424,18.47,0.00,21.25,2.13
20210425,14.24,0.00,18.74,3.65
20210426,20.97,4.39,22.87,5.11
20210427,19.24,0.00,20.26,1.96
20210428,14.67,0.00,21.11,4.23
20210401,18.44,0.00,20.04,3.00
20210402,25.23,0.00,15.75,5.37
20210403,21.33,0.00,20.29,2.74
20210404,17.09,0.00,21.00,2.38
20210405,21.48,0.00,20.58,3.52
20210406,28.13,0.00,21.31,3.27
20210407,28.17,0.00,19.76,3.82
20210408,22.08,0.00,19.24,5.24
20210409,25.09,0.00,23.29,5.21
20210410,23.61,0.00,21.59,4.38
20210511,21.15,0.00,18.36,4.62
20210512,19.04,0.00,22.29,4.45
20210513,20.88,13.68,19.91,2.92
20210514,26.68,0.00,23.68,3.86
20210515,22.52,0.00,23.27,2.28
20210516,21.92,0.00,25.13,3.12
20210517,24.88,6.75,19.91,0.59
20210518,27.97,6.45,23.47,2.39
20210519,26.40,0.00,23.54,4.69
20210520,21.28,0.00,21.68,3.39
20210521,29.59,0.00,22.54,5.20
20210522,28.15,0.00,24.37,4.75
20210523,20.70,0.00,21.66,2.97
20210524,25.64,0.00,20.97,2.69
20210525,28.95,0.00,22.17,2.61
20210526,26.55,0.00,20.09,4.44
20210527,29.42,0.00,26.01,3.33
20210528,29.49,0.00,23.13,3.58
20210501,33.25,0.00,19.26,4.06
20210502,18.49,0.00,23.96,2.38
20210503,32.53,8.04,24.76,4.80
20210504,21.89,0.00,23.63,4.52
20210505,30.15,0.00,20.56,1.87
20210506,24.42,0.00,23.67,4.92
20210507,29.45,0.00,20.62,3.72
20210508,26.42,0.00,25.96,3.46
20210509,28.26,0.00,20.80,1.84
20210510,36.37,5.24,22.65,3.19
20210511,25.42,0.00,23.29,4.50
20210512,35.28,0.00,25.02,3.05
20210513,37.88,0.00,25.66,2.98
20210614,34.41,1.67,23.62,3.05
20210615,30.16,0.00,23.69,3.41
20210616,25.17,0.00,28.25,3.74
20210617,31.94,8.75,24.45,5.28
20210618,29.26,0.00,22.09,3.06
20210619,21.38,0.00,26.13,3.82
20210620,30.95,0.00,24.14,2.44
20210621,22.83,0.00,25.08,1.30
20210622,37.04,0.00,26.04,3.39
20210623,28.08,0.00,23.41,1.02
20210624,33.04,5.12,24.97,5.02
20210625,34.95,0.00,24.34,2.76
20210626,38.21,0.00,22.15,3.34
20210627,31.66,0.00,23.36,5.42
20210628,36.26,0.00,22.27,2.13
20210601,37.07,1.20,21.57,3.55
20210602,34.23,0.00,24.69,3.83
20210603,28.62,0.00,22.90,4.18
20210604,31.08,0.00,27.10,4.52
20210605,30.49,0.00,24.77,3.00
20210606,33.37,0.00,23.61,3.14
20210607,37.46,0.00,26.82,2.33
20210608,30.27,0.00,20.19,4.54
20210609,27.29,3.26,20.52,0.86
20210610,28.57,0.00,21.26,2.90
20210611,32.69,0.00,21.97,1.84
20210612,31.03,0.00,21.28,2.85
20210613,35.91,1.21,22.07,4.29
20210614,33.08,0.00,24.18,3.16
20210615,36.43,0.00,21.07,1.83
20210716,30.78,0.00,21.92,4.05
20210717,33.70,0.00,20.75,5.51
20210718,32.98,5.41,22.37,4.13
20210719,32.34,0.00,26.01,2.94
20210720,37.22,0.00,23.20,4.61
20210721,30.50,0.00,26.44,3.04
20210722,29.61,0.00,25.69,1.18
20210723,34.19,0.00,22.53,4.46
20210724,30.83,0.00,22.97,4.19
20210725,30.65,0.00,23.64,4.26
20210726,23.83,0.00,26.40,2.36
20210727,31.80,0.00,23.66,5.34
20210728,32.65,0.00,22.57,3.77
20210701,28.99,0.00,22.26,5.14
20210702,34.64,0.00,24.31,0.72
20210703,32.06,0.00,23.98,4.01
20210704,32.98,0.00,22.82,3.22
20210705,26.15,0.00,21.19,4.14
20210706,41.41,0.00,28.54,3.10
20210707,30.44,0.00,21.31,4.17
20210708,29.92,0.00,22.28,5.14
20210709,36.90,0.00,20.51,4.78
20210710,30.52,0.00,23.61,4.62
20210711,26.07,4.69,23.93,3.21
20210712,29.38,0.00,17.82,4.58
20210713,26.81,0.00,20.36,4.96
20210714,24.98,0.00,23.02,3.36
20210715,30.71,5.00,22.96,2.47
20210716,38.81,0.00,23.18,3.85
20210717,31.96,0.00,23.27,3.31
20210818,32.09,0.00,20.12,4.72
20210819,27.72,0.00,22.49,4.42
20210820,31.50,2.59,20.34,4.03
20210821,37.17,0.00,21.03,4.46
20210822,35.21,0.00,21.17,3.81
20210823,28.49,0.00,21.94,3.88
20210824,30.32,0.00,21.93,2.83
20210825,36.80,0.00,21.15,3.41
20210826,36.94,0.00,22.20,2.75
20210827,29.37,0.00,19.74,2.48
20210828,29.16,0.00,22.55,4.30
20210801,26.69,0.00,19.69,3.80
20210802,31.76,0.00,16.00,3.93
20210803,31.70,0.00,19.66,2.71
20210804,19.16,0.00,20.68,1.15
20210805,30.15,0.00,21.04,2.14
20210806,25.66,0.00,18.03,3.44
20210807,23.54,0.00,21.08,3.37
20210808,30.77,0.00,18.94,2.98
20210809,34.05,0.00,19.86,4.51
20210810,28.95,0.00,17.60,4.28
20210811,27.97,7.59,21.78,2.86
20210812,32.30,0.00,19.82,1.73
20210813,22.93,0.00,17.60,3.52
20210814,27.07,0.00,18.68,3.11
20210815,29.54,0.00,17.78,4.65
20210816,32.71,0.00,16.91,3.69
20210817,24.87,0.00,18.74,2.65
20210818,25.51,0.00,18.55,2.02
20210819,27.38,0.00,19.50,2.37
20210820,27.87,1.09,20.08,3.48
20210921,24.72,0.00,18.11,3.71
20210922,26.51,0.00,19.68,4.24
20210923,24.55,0.00,18.06,3.67
20210924,26.75,0.00,15.65,3.67
20210925,23.56,5.68,17.53,2.66
20210926,26.62,0.00,13.51,5.18
20210927,21.60,0.00,20.01,4.70
20210928,25.83,0.00,16.01,4.58
20210901,23.05,0.00,16.67,2.81
20210902,28.43,0.00,16.86,3.10
20210903,25.08,1.99,16.48,5.30
20210904,27.36,0.00,17.33,3.11
20210905,30.59,0.00,14.96,7.32
20210906,20.78,0.00,14.79,3.79
20210907,20.96,0.00,18.51,4.79
20210908,24.68,0.00,17.42,2.77
20210909,24.38,0.00,14.02,4.25
20210910,23.02,0.00,14.08,4.31
20210911,20.05,0.00,14.05,2.17
20210912,17.66,0.00,15.09,4.67
20210913,26.49,0.00,14.17,4.88
20210914,25.08,0.00,14.84,2.97
20210915,12.57,0.00,19.54,4.92
20210916,20.44,0.00,16.46,2.79
20210917,17.77,0.00,15.50,4.64
20210918,22.00,0.00,14.51,4.59
20210919,27.29,0.00,13.18,3.60
20210920,19.68,0.00,15.91,4.52
20210921,24.18,0.00,14.41,2.96
20210922,22.65,0.00,10.97,3.43
20211023,17.95,0.00,14.10,2.47
20211024,19.92,0.00,11.90,3.87
20211025,18.12,0.00,14.61,2.66
20211026,16.95,0.00,13.89,3.86
20211027,18.80,0.00,11.90,4.54
20211028,20.85,0.00,11.42,3.13
20211001,15.42,0.00,13.12,5.52
20211002,19.82,0.00,15.75,5.02
20211003,17.21,0.00,13.14,2.19
20211004,13.53,0.00,11.98,2.08
20211005,17.97,0.00,14.94,3.58
20211006,16.22,0.00,11.48,1.27
20211007,11.59,0.00,13.75,4.29
20211008,12.72,0.00,13.31,3.94
20211009,12.47,0.00,8.32,3.41
20211010,14.66,0.00,14.48,2.45
20211011,19.40,0.00,11.68,5.14
20211012,12.69,0.00,10.89,3.36
20211013,22.13,0.00,8.65,2.85
20211014,20.00,0.00,11.58,2.36
20211015,22.64,0.00,9.30,1.62
20211016,17.01,0.00,11.70,3.48
20211017,13.53,0.00,13.28,4.63
20211018,17.91,0.00,12.18,2.85
20211019,12.60,0.00,11.61,2.73
20211020,10.82,0.00,10.40,3.26
20211021,19.98,0.00,10.19,3.47
20211022,12.39,0.00,12.04,1.46
20211023,13.95,0.00,8.40,3.77
20211024,16.48,0.00,11.47,2.42
20211025,14.16,0.00,8.34,5.42
20211126,5.35,0.00,9.24,3.49
20211127,11.92,0.00,12.25,3.00
20211128,12.57,0.00,9.96,1.20
20211101,9.46,0.00,8.38,3.89
20211102,11.70,0.00,8.91,1.88
20211103,9.04,0.00,6.60,5.12
20211104,10.72,0.00,8.72,2.07
20211105,13.11,0.00,8.42,3.21
20211106,16.46,0.00,9.30,4.58
20211107,6.24,0.00,14.28,3.25
20211108,3.60,0.00,8.84,4.57
20211109,11.89,0.00,7.68,4.43
20211110,11.52,0.00,10.26,3.76
20211111,10.47,0.92,8.64,4.41
20211112,13.67,0.00,8.29,2.75
20211113,10.57,7.39,8.57,5.38
20211114,4.83,0.00,10.71,4.30
20211115,9.64,0.00,10.67,3.26
20211116,8.84,0.00,9.91,3.32
20211117,7.68,0.00,8.79,3.60
20211118,3.66,12.32,11.95,1.78
20211119,9.98,0.00,10.08,2.77
20211120,7.64,0.00,7.19,2.71
20211121,6.57,0.00,11.36,2.64
20211122,4.29,0.00,6.33,2.04
20211123,9.62,0.00,11.58,2.47
20211124,13.24,0.00,7.92,3.57
20211125,-3.06,0.00,8.60,2.58
20211126,12.43,0.00,9.80,3.42
20211127,7.79,0.00,9.62,2.85
20211228,7.48,0.00,6.67,0.62
20211201,8.02,0.00,7.84,2.75
20211202,3.06,7.49,10.85,3.19
20211203,9.20,0.00,8.37,4.41
20211204,9.29,0.00,10.61,3.54
20211205,9.61,0.00,9.38,4.30
20211206,7.05,0.00,9.44,2.62
20211207,9.80,0.00,5.00,4.25
20211208,3.67,0.00,9.63,2.63
20211209,7.08,0.00,5.94,5.22
20211210,3.04,0.00,9.67,2.32
20211211,4.48,0.00,5.10,4.57
20211212,2.94,0.00,8.08,4.48
20211213,2.71,0.00,7.45,2.12
20211214,6.33,0.00,9.52,4.42
20211215,4.71,0.00,9.88,2.60
20211216,3.91,0.00,7.68,3.72
20211217,3.65,0.00,9.67,4.34
20211218,10.97,0.00,6.99,2.83
20211219,3.17,0.00,6.43,4.22
20211220,10.19,0.00,9.68,1.40
20211221,7.21,0.00,10.08,2.72
20211222,1.67,0.00,10.73,3.86
20211223,5.78,0.00,6.15,1.40
20211224,2.58,0.00,8.80,3.55
20211225,17.29,0.00,7.14,4.87
20211226,4.94,0.00,12.02,4.35
20211227,7.77,0.00,10.92,3.74
20211228,7.28,0.00,8.68,2.62
20211201,2.80,0.00,10.27,3.52
20220101,5.03,0.00,8.19,2.41
20220102,5.15,0.00,8.99,3.28
20220103,6.37,0.00,9.39,3.69
20220104,7.96,0.00,8.44,3.95
20220105,-0.90,0.00,12.63,3.77
20220106,5.40,0.00,8.29,3.14
20220107,3.49,0.00,11.86,3.02
20220108,4.19,0.00,6.50,3.64
20220109,8.81,0.00,13.52,3.27
20220110,4.80,0.00,9.50,4.72
20220111,4.90,0.00,7.34,1.95
20220112,5.39,0.00,10.06,3.12
20220113,-3.08,0.00,7.64,2.93
20220114,4.70,0.00,8.14,2.82
20220115,-1.06,0.00,7.13,1.67
20220116,2.59,0.00,6.55,3.42
20220117,-2.07,0.00,6.68,3.41
20220118,0.66,0.00,9.68,2.89
20220119,4.04,0.00,14.19,4.30
20220120,4.69,0.00,6.77,2.41
20220121,0.24,0.00,9.06,3.13
20220122,13.92,0.00,11.00,3.93
20220123,4.84,0.00,6.45,3.58
20220124,8.75,0.00,9.09,4.87
20220125,8.07,0.00,6.46,3.79
20220126,2.36,0.00,10.46,2.04
20220127,3.16,0.00,12.32,0.98
20220128,7.02,0.00,9.36,2.61
20220101,8.74,0.00,13.40,4.75
20220102,2.29,0.00,9.51,2.93
20220103,5.66,0.00,8.80,4.22
20220204,6.26,0.00,10.98,2.59
20220205,5.48,0.00,9.28,2.13
20220206,6.05,0.00,13.84,3.34
20220207,2.98,0.00,5.93,2.61
20220208,5.74,0.00,11.46,4.32
20220209,8.37,0.00,9.01,4.26
20220210,3.17,0.00,9.57,4.76
20220211,-1.57,0.00,12.55,5.01
20220212,7.85,0.00,12.41,2.58
20220213,0.48,0.00,11.91,3.74
20220214,10.25,0.00,6.24,3.41
20220215,6.32,0.00,9.60,4.59
20220216,6.74,0.00,10.05,3.30
20220217,1.39,0.00,10.79,2.88
20220218,7.99,0.00,11.51,3.44
20220219,2.45,0.00,11.17,2.69
20220220,10.00,0.00,10.10,2.95
20220221,6.80,0.00,14.75,3.19
20220222,4.75,0.00,13.14,4.57
20220223,3.40,0.00,12.39,3.53
20220224,1.27,0.00,14.93,3.96
20220225,6.94,0.00,10.24,3.31
20220226,4.67,0.00,9.06,3.78
20220227,11.11,0.00,13.60,3.45
20220228,14.41,4.67,12.41,2.93
20220201,6.16,0.00,14.16,4.34
20220202,9.52,0.00,12.86,4.35
20220203,5.15,0.00,12.89,4.35
20220204,8.84,0.00,14.35,3.09
20220205,9.75,0.00,12.27,3.91
20220306,10.81,0.00,13.49,4.22
20220307,11.99,20.20,16.63,3.20
20220308,14.59,0.00,13.74,2.99
20220309,13.00,0.00,14.17,1.19
20220310,10.58,0.00,17.14,2.95
20220311,2.00,0.00,11.56,3.90
20220312,5.69,0.00,11.05,4.60
20220313,10.61,0.00,13.96,5.45
20220314,10.11,0.00,14.30,4.62
20220315,5.37,0.00,15.66,2.66
20220316,7.30,0.00,14.68,0.90
20220317,11.80,0.00,12.71,4.11
20220318,13.84,0.00,13.89,2.42
20220319,22.02,0.00,16.50,2.46
20220320,10.15,0.00,9.22,2.03
20220321,13.23,0.00,16.69,3.08
20220322,5.34,4.68,16.52,1.70
20220323,10.17,0.00,15.98,3.50
20220324,23.92,0.00,14.42,3.91
20220325,11.95,0.00,15.39,5.05
20220326,10.39,0.00,17.71,3.37
20220327,17.06,0.00,17.90,2.08
20220328,17.32,0.00,16.98,2.52
20220301,16.13,0.00,17.29,3.92
20220302,15.15,0.00,17.72,3.24
20220303,14.26,0.00,18.85,5.17
20220304,19.58,2.63,15.05,2.45
20220305,7.71,0.00,19.47,2.37
20220306,16.04,0.00,20.42,4.89
20220307,12.30,0.00,14.35,3.35
20220308,16.26,0.00,15.35,3.11
20220409,24.85,0.00,17.77,4.41
20220410,19.88,0.00,20.80,4.89
20220411,17.67,4.89,18.66,4.62
20220412,10.39,0.00,17.97,4.93
20220413,22.12,0.00,16.14,3.47
20220414,15.74,0.00,18.06,4.26
20220415,16.85,0.00,18.51,2.38
20220416,18.13,0.00,20.52,4.58
20220417,14.85,4.96,20.22,4.10
20220418,17.16,0.00,20.57,2.74
20220419,9.86,0.00,19.26,2.88
20220420,23.82,0.00,17.61,3.63
20220421,25.93,8.96,20.60,2.91
20220422,17.48,0.00,24.34,1.63
20220423,18.47,0.00,21.78,3.46
20220424,16.10,7.89,21.17,3.73
20220425,23.63,0.00,20.95,4.31
20220426,16.61,0.00,22.88,3.65
20220427,18.14,0.00,19.89,3.86
20220428,15.32,0.00,22.67,2.06
20220401,28.86,1.22,23.54,3.62
20220402,16.96,0.00,21.31,2.76
20220403,16.82,0.00,20.48,3.91
20220404,27.61,0.00,22.56,1.94
20220405,19.53,0.00,20.17,3.54
20220406,20.36,10.19,17.93,2.97
20220407,17.74,0.00,22.87,3.40
20220408,32.41,0.00,22.07,2.92
20220409,19.93,0.00,20.14,5.01
20220410,27.08,6.03,23.75,2.89
20220511,23.46,0.00,20.73,3.04
20220512,18.34,0.00,25.03,2.63
20220513,28.68,3.20,20.40,4.06
20220514,30.15,0.00,21.71,4.03
20220515,23.10,0.00,20.75,4.66
20220516,28.22,5.93,23.14,3.31
20220517,19.63,0.00,23.09,3.07
20220518,27.44,0.00,27.84,3.17
20220519,29.36,0.00,23.04,4.48
20220520,26.72,0.00,25.45,4.26
20220521,22.24,0.00,23.77,2.70
20220522,28.49,0.00,22.73,4.30
20220523,24.31,6.99,25.00,3.70
20220524,27.31,0.00,21.80,2.98
20220525,23.99,0.00,22.08,2.54
20220526,22.96,6.93,20.55,3.56
20220527,30.27,0.00,21.77,1.44
20220528,36.34,0.00,20.26,3.60
20220501,25.29,0.00,21.06,3.46
20220502,27.74,16.03,21.16,3.81
20220503,24.20,0.00,23.49,3.49
20220504,20.96,0.00,21.78,3.30
20220505,19.07,0.00,23.47,2.73
20220506,31.34,0.00,26.25,2.65
20220507,29.61,0.00,21.51,4.31
20220508,26.27,0.00,20.74,5.05
20220509,33.22,0.00,23.95,3.34
20220510,22.60,0.00,22.20,2.54
20220511,32.77,0.00,21.28,3.89
20220512,28.37,0.00,23.16,3.66
20220513,29.84,0.00,27.73,3.60
20220614,18.86,1.08,26.65,3.05
20220615,28.56,0.00,24.80,3.90
20220616,28.48,0.59,23.31,3.97
20220617,31.26,0.00,22.03,1.08
20220618,28.66,0.00,23.91,2.52
20220619,29.83,1.35,23.12,4.09
20220620,26.95,0.00,20.71,3.20
20220621,25.02,0.00,23.72,0.50
20220622,35.11,0.00,23.42,3.40
20220623,27.07,0.00,22.03,3.06
20220624,31.23,0.00,24.34,4.06
20220625,33.79,0.00,21.65,2.37
20220626,36.20,6.87,28.86,1.90
20220627,25.17,0.00,21.43,4.03
20220628,34.03,0.00,27.97,2.35
20220601,31.13,0.00,22.31,3.66
20220602,39.44,18.71,22.92,2.15
20220603,34.29,0.00,23.57,2.72
20220604,30.32,0.00,24.16,1.47
20220605,32.00,0.00,25.51,1.98
20220606,31.51,0.00,26.20,4.24
20220607,35.35,0.00,25.28,3.23
20220608,30.04,0.00,24.55,3.14
20220609,25.00,3.46,24.56,3.16
20220610,32.21,0.00,22.29,2.00
20220611,35.63,2.51,21.45,3.48
20220612,32.97,0.00,24.81,2.88
20220613,25.10,0.00,25.03,3.43
20220614,31.55,0.00,26.08,2.87
20220615,32.89,0.00,21.97,4.20
20220716,33.63,0.00,21.09,4.58
20220717,30.28,0.00,24.59,4.28
20220718,29.66,5.01,23.68,2.41
20220719,31.60,0.00,21.68,1.74
20220720,37.46,0.00,22.95,2.73
20220721,32.69,0.00,24.48,2.86
20220722,27.32,0.00,23.74,3.85
20220723,26.78,0.00,22.52,4.33
20220724,28.55,0.00,22.84,2.69
20220725,34.78,0.00,21.38,4.03
20220726,26.78,0.00,23.22,5.62
20220727,33.99,7.56,24.82,1.92
20220728,27.06,0.00,26.37,4.31
20220701,26.47,0.00,23.82,1.81
20220702,27.31,0.00,21.18,2.51
20220703,30.81,0.00,21.77,3.39
20220704,33.44,0.00,22.81,2.60
20220705,31.33,4.48,24.11,0.50
20220706,33.78,0.00,22.18,4.03
20220707,34.18,0.00,22.29,2.18
20220708,35.59,0.00,23.46,2.98
20220709,31.69,0.00,22.52,2.47
20220710,27.68,3.64,24.12,3.55
20220711,32.58,0.00,24.42,3.25
20220712,29.79,0.00,22.42,3.88
20220713,28.74,0.00,24.25,4.30
20220714,26.85,0.00,20.15,4.12
20220715,27.32,0.00,19.88,2.16
20220716,40.34,0.00,23.55,2.60
20220717,32.40,0.00,23.81,4.67
20220818,34.52,0.00,22.89,3.48
20220819,28.76,0.00,19.91,2.09
20220820,28.55,0.00,20.96,3.60
20220821,27.73,0.00,22.31,3.44
20220822,36.11,0.00,24.46,4.21
20220823,25.68,0.00,22.47,2.32
20220824,27.01,0.00,26.81,4.98
20220825,32.62,0.00,19.38,4.15
20220826,28.17,0.00,21.51,4.24
20220827,32.29,0.00,19.97,4.36
20220828,35.07,0.00,23.03,2.33
20220801,29.65,0.00,22.78,3.52
20220802,27.73,0.00,20.96,4.03
20220803,23.20,0.00,21.83,4.85
20220804,29.89,0.00,18.11,4.52
20220805,33.34,0.00,18.83,4.47
20220806,27.15,0.00,17.47,0.82
20220807,29.82,0.00,19.63,2.17
20220808,34.07,0.00,15.94,2.88
20220809,29.84,0.00,19.95,3.39
20220810,28.66,0.00,20.21,3.93
20220811,33.56,0.00,21.48,2.80
20220812,28.39,0.00,21.59,4.27
